,roduct code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
0,IDCJAC0011,65070,1993,1,1,,,
1,IDCJAC0011,65070,1993,1,2,,,
2,IDCJAC0011,65070,1993,1,3,,,
3,IDCJAC0011,65070,1993,1,4,,,
4,IDCJAC0011,65070,1993,1,5,,,
5,IDCJAC0011,65070,1993,1,6,,,
6,IDCJAC0011,65070,1993,1,7,,,
7,IDCJAC0011,65070,1993,1,8,,,
8,IDCJAC0011,65070,1993,1,9,,,
9,IDCJAC0011,65070,1993,1,10,,,
10,IDCJAC0011,65070,1993,1,11,,,
11,IDCJAC0011,65070,1993,1,12,,,
12,IDCJAC0011,65070,1993,1,13,,,
13,IDCJAC0011,65070,1993,1,14,,,
14,IDCJAC0011,65070,1993,1,15,,,
15,IDCJAC0011,65070,1993,1,16,22.6,1.0,N
16,IDCJAC0011,65070,1993,1,17,20.2,1.0,Y
17,IDCJAC0011,65070,1993,1,18,19.1,1.0,Y
18,IDCJAC0011,65070,1993,1,19,19.2,1.0,Y
19,IDCJAC0011,65070,1993,1,20,21.0,1.0,Y
20,IDCJAC0011,65070,1993,1,21,21.3,1.0,Y
21,IDCJAC0011,65070,1993,1,22,20.5,1.0,Y
22,IDCJAC0011,65070,1993,1,23,19.6,1.0,Y
23,IDCJAC0011,65070,1993,1,24,21.0,1.0,Y
24,IDCJAC0011,65070,1993,1,25,21.1,1.0,Y
25,IDCJAC0011,65070,1993,1,26,,,
26,IDCJAC0011,65070,1993,1,27,,,
27,IDCJAC0011,65070,1993,1,28,,,
28,IDCJAC0011,65070,1993,1,29,18.8,1.0,N
29,IDCJAC0011,65070,1993,1,30,20.2,1.0,Y
30,IDCJAC0011,65070,1993,1,31,19.5,1.0,Y
31,IDCJAC0011,65070,1993,2,1,18.9,1.0,Y
32,IDCJAC0011,65070,1993,2,2,18.7,1.0,Y
33,IDCJAC0011,65070,1993,2,3,21.7,1.0,Y
34,IDCJAC0011,65070,1993,2,4,21.1,1.0,Y
35,IDCJAC0011,65070,1993,2,5,22.1,1.0,Y
36,IDCJAC0011,65070,1993,2,6,18.3,1.0,Y
37,IDCJAC0011,65070,1993,2,7,17.2,1.0,Y
38,IDCJAC0011,65070,1993,2,8,18.2,1.0,Y
39,IDCJAC0011,65070,1993,2,9,20.1,1.0,Y
40,IDCJAC0011,65070,1993,2,10,17.6,1.0,Y
41,IDCJAC0011,65070,1993,2,11,18.0,1.0,Y
42,IDCJAC0011,65070,1993,2,12,19.5,1.0,Y
43,IDCJAC0011,65070,1993,2,13,18.9,1.0,Y
44,IDCJAC0011,65070,1993,2,14,17.5,1.0,Y
45,IDCJAC0011,65070,1993,2,15,14.1,1.0,Y
46,IDCJAC0011,65070,1993,2,16,18.0,1.0,Y
47,IDCJAC0011,65070,1993,2,17,19.3,1.0,Y
48,IDCJAC0011,65070,1993,2,18,16.5,1.0,Y
49,IDCJAC0011,65070,1993,2,19,14.2,1.0,Y
50,IDCJAC0011,65070,1993,2,20,16.3,1.0,Y
51,IDCJAC0011,65070,1993,2,21,16.4,1.0,Y
52,IDCJAC0011,65070,1993,2,22,8.7,1.0,Y
53,IDCJAC0011,65070,1993,2,23,6.3,1.0,Y
54,IDCJAC0011,65070,1993,2,24,8.8,1.0,Y
55,IDCJAC0011,65070,1993,2,25,11.9,1.0,Y
56,IDCJAC0011,65070,1993,2,26,13.2,1.0,Y
57,IDCJAC0011,65070,1993,2,27,13.9,1.0,Y
58,IDCJAC0011,65070,1993,2,28,9.8,1.0,Y
59,IDCJAC0011,65070,1993,3,1,9.1,1.0,Y
60,IDCJAC0011,65070,1993,3,2,8.4,1.0,Y
61,IDCJAC0011,65070,1993,3,3,6.7,1.0,Y
62,IDCJAC0011,65070,1993,3,4,12.2,1.0,Y
63,IDCJAC0011,65070,1993,3,5,13.5,1.0,Y
64,IDCJAC0011,65070,1993,3,6,16.5,1.0,Y
65,IDCJAC0011,65070,1993,3,7,17.5,1.0,Y
66,IDCJAC0011,65070,1993,3,8,14.1,1.0,Y
67,IDCJAC0011,65070,1993,3,9,14.5,1.0,Y
68,IDCJAC0011,65070,1993,3,10,11.2,1.0,Y
69,IDCJAC0011,65070,1993,3,11,12.5,1.0,Y
70,IDCJAC0011,65070,1993,3,12,12.0,1.0,Y
71,IDCJAC0011,65070,1993,3,13,12.0,1.0,Y
72,IDCJAC0011,65070,1993,3,14,14.1,1.0,Y
73,IDCJAC0011,65070,1993,3,15,13.4,1.0,Y
74,IDCJAC0011,65070,1993,3,16,12.9,1.0,Y
75,IDCJAC0011,65070,1993,3,17,17.1,1.0,Y
76,IDCJAC0011,65070,1993,3,18,16.5,1.0,Y
77,IDCJAC0011,65070,1993,3,19,13.7,1.0,Y
78,IDCJAC0011,65070,1993,3,20,13.1,1.0,Y
79,IDCJAC0011,65070,1993,3,21,17.8,1.0,Y
80,IDCJAC0011,65070,1993,3,22,11.6,1.0,Y
81,IDCJAC0011,65070,1993,3,23,13.7,1.0,Y
82,IDCJAC0011,65070,1993,3,24,14.5,1.0,Y
83,IDCJAC0011,65070,1993,3,25,16.9,1.0,Y
84,IDCJAC0011,65070,1993,3,26,14.2,1.0,Y
85,IDCJAC0011,65070,1993,3,27,13.4,1.0,Y
86,IDCJAC0011,65070,1993,3,28,13.7,1.0,Y
87,IDCJAC0011,65070,1993,3,29,8.1,1.0,Y
88,IDCJAC0011,65070,1993,3,30,6.6,1.0,Y
89,IDCJAC0011,65070,1993,3,31,7.3,1.0,Y
90,IDCJAC0011,65070,1993,4,1,8.7,1.0,Y
91,IDCJAC0011,65070,1993,4,2,6.9,1.0,Y
92,IDCJAC0011,65070,1993,4,3,13.0,1.0,Y
93,IDCJAC0011,65070,1993,4,4,9.7,1.0,Y
94,IDCJAC0011,65070,1993,4,5,,,
95,IDCJAC0011,65070,1993,4,6,14.4,1.0,N
96,IDCJAC0011,65070,1993,4,7,5.5,1.0,Y
97,IDCJAC0011,65070,1993,4,8,7.0,1.0,Y
98,IDCJAC0011,65070,1993,4,9,9.7,1.0,Y
99,IDCJAC0011,65070,1993,4,10,,,
100,IDCJAC0011,65070,1993,4,11,,,
101,IDCJAC0011,65070,1993,4,12,,,
102,IDCJAC0011,65070,1993,4,13,10.5,1.0,N
103,IDCJAC0011,65070,1993,4,14,15.9,1.0,Y
104,IDCJAC0011,65070,1993,4,15,8.9,1.0,Y
105,IDCJAC0011,65070,1993,4,16,9.2,1.0,Y
106,IDCJAC0011,65070,1993,4,17,11.4,1.0,Y
107,IDCJAC0011,65070,1993,4,18,,,
108,IDCJAC0011,65070,1993,4,19,9.6,1.0,N
109,IDCJAC0011,65070,1993,4,20,8.0,1.0,Y
110,IDCJAC0011,65070,1993,4,21,10.0,1.0,Y
111,IDCJAC0011,65070,1993,4,22,11.5,1.0,Y
112,IDCJAC0011,65070,1993,4,23,9.9,1.0,Y
113,IDCJAC0011,65070,1993,4,24,10.7,1.0,Y
114,IDCJAC0011,65070,1993,4,25,9.4,1.0,Y
115,IDCJAC0011,65070,1993,4,26,12.2,1.0,Y
116,IDCJAC0011,65070,1993,4,27,6.3,1.0,Y
117,IDCJAC0011,65070,1993,4,28,7.2,1.0,Y
118,IDCJAC0011,65070,1993,4,29,12.1,1.0,Y
119,IDCJAC0011,65070,1993,4,30,,,
120,IDCJAC0011,65070,1993,5,1,7.7,1.0,N
121,IDCJAC0011,65070,1993,5,2,6.1,1.0,Y
122,IDCJAC0011,65070,1993,5,3,4.0,1.0,Y
123,IDCJAC0011,65070,1993,5,4,6.5,1.0,Y
124,IDCJAC0011,65070,1993,5,5,5.5,1.0,Y
125,IDCJAC0011,65070,1993,5,6,8.4,1.0,Y
126,IDCJAC0011,65070,1993,5,7,8.9,1.0,Y
127,IDCJAC0011,65070,1993,5,8,11.9,1.0,Y
128,IDCJAC0011,65070,1993,5,9,11.0,1.0,Y
129,IDCJAC0011,65070,1993,5,10,10.3,1.0,Y
130,IDCJAC0011,65070,1993,5,11,5.6,1.0,Y
131,IDCJAC0011,65070,1993,5,12,6.5,1.0,Y
132,IDCJAC0011,65070,1993,5,13,12.1,1.0,Y
133,IDCJAC0011,65070,1993,5,14,10.1,1.0,Y
134,IDCJAC0011,65070,1993,5,15,4.2,1.0,Y
135,IDCJAC0011,65070,1993,5,16,2.0,1.0,Y
136,IDCJAC0011,65070,1993,5,17,4.1,1.0,Y
137,IDCJAC0011,65070,1993,5,18,4.6,1.0,Y
138,IDCJAC0011,65070,1993,5,19,4.6,1.0,Y
139,IDCJAC0011,65070,1993,5,20,4.3,1.0,Y
140,IDCJAC0011,65070,1993,5,21,4.1,1.0,Y
141,IDCJAC0011,65070,1993,5,22,7.7,1.0,Y
142,IDCJAC0011,65070,1993,5,23,6.8,1.0,Y
143,IDCJAC0011,65070,1993,5,24,3.4,1.0,Y
144,IDCJAC0011,65070,1993,5,25,1.1,1.0,Y
145,IDCJAC0011,65070,1993,5,26,2.2,1.0,Y
146,IDCJAC0011,65070,1993,5,27,5.6,1.0,Y
147,IDCJAC0011,65070,1993,5,28,,,
148,IDCJAC0011,65070,1993,5,29,7.8,1.0,N
149,IDCJAC0011,65070,1993,5,30,9.0,1.0,Y
150,IDCJAC0011,65070,1993,5,31,12.4,1.0,Y
151,IDCJAC0011,65070,1993,6,1,12.0,1.0,Y
152,IDCJAC0011,65070,1993,6,2,9.1,1.0,Y
153,IDCJAC0011,65070,1993,6,3,2.1,1.0,Y
154,IDCJAC0011,65070,1993,6,4,3.8,1.0,Y
155,IDCJAC0011,65070,1993,6,5,3.9,1.0,Y
156,IDCJAC0011,65070,1993,6,6,2.0,1.0,Y
157,IDCJAC0011,65070,1993,6,7,0.8,1.0,Y
158,IDCJAC0011,65070,1993,6,8,2.5,1.0,Y
159,IDCJAC0011,65070,1993,6,9,8.1,1.0,Y
160,IDCJAC0011,65070,1993,6,10,1.0,1.0,Y
161,IDCJAC0011,65070,1993,6,11,6.7,1.0,Y
162,IDCJAC0011,65070,1993,6,12,6.6,1.0,Y
163,IDCJAC0011,65070,1993,6,13,3.3,1.0,Y
164,IDCJAC0011,65070,1993,6,14,0.4,1.0,Y
165,IDCJAC0011,65070,1993,6,15,-2.0,1.0,Y
166,IDCJAC0011,65070,1993,6,16,1.2,1.0,Y
167,IDCJAC0011,65070,1993,6,17,4.2,1.0,Y
168,IDCJAC0011,65070,1993,6,18,2.3,1.0,Y
169,IDCJAC0011,65070,1993,6,19,5.7,1.0,Y
170,IDCJAC0011,65070,1993,6,20,1.9,1.0,Y
171,IDCJAC0011,65070,1993,6,21,8.8,1.0,Y
172,IDCJAC0011,65070,1993,6,22,2.6,1.0,Y
173,IDCJAC0011,65070,1993,6,23,,,
174,IDCJAC0011,65070,1993,6,24,-2.0,1.0,N
175,IDCJAC0011,65070,1993,6,25,-0.6,1.0,Y
176,IDCJAC0011,65070,1993,6,26,-0.2,1.0,Y
177,IDCJAC0011,65070,1993,6,27,-0.8,1.0,Y
178,IDCJAC0011,65070,1993,6,28,0.8,1.0,Y
179,IDCJAC0011,65070,1993,6,29,4.5,1.0,Y
180,IDCJAC0011,65070,1993,6,30,7.5,1.0,Y
181,IDCJAC0011,65070,1993,7,1,6.9,1.0,Y
182,IDCJAC0011,65070,1993,7,2,4.9,1.0,Y
183,IDCJAC0011,65070,1993,7,3,,,
184,IDCJAC0011,65070,1993,7,4,,,
185,IDCJAC0011,65070,1993,7,5,6.2,1.0,N
186,IDCJAC0011,65070,1993,7,6,11.2,1.0,Y
187,IDCJAC0011,65070,1993,7,7,11.7,1.0,Y
188,IDCJAC0011,65070,1993,7,8,8.8,1.0,Y
189,IDCJAC0011,65070,1993,7,9,9.3,1.0,Y
190,IDCJAC0011,65070,1993,7,10,1.8,1.0,Y
191,IDCJAC0011,65070,1993,7,11,3.1,1.0,Y
192,IDCJAC0011,65070,1993,7,12,2.5,1.0,Y
193,IDCJAC0011,65070,1993,7,13,,,
194,IDCJAC0011,65070,1993,7,14,,,
195,IDCJAC0011,65070,1993,7,15,8.0,1.0,N
196,IDCJAC0011,65070,1993,7,16,4.2,1.0,Y
197,IDCJAC0011,65070,1993,7,17,3.3,1.0,Y
198,IDCJAC0011,65070,1993,7,18,5.5,1.0,Y
199,IDCJAC0011,65070,1993,7,19,,,
200,IDCJAC0011,65070,1993,7,20,8.6,1.0,N
201,IDCJAC0011,65070,1993,7,21,0.2,1.0,Y
202,IDCJAC0011,65070,1993,7,22,-2.5,1.0,Y
203,IDCJAC0011,65070,1993,7,23,2.7,1.0,Y
204,IDCJAC0011,65070,1993,7,24,6.2,1.0,Y
205,IDCJAC0011,65070,1993,7,25,11.1,1.0,Y
206,IDCJAC0011,65070,1993,7,26,2.6,1.0,Y
207,IDCJAC0011,65070,1993,7,27,2.7,1.0,Y
208,IDCJAC0011,65070,1993,7,28,6.4,1.0,Y
209,IDCJAC0011,65070,1993,7,29,3.9,1.0,Y
210,IDCJAC0011,65070,1993,7,30,8.9,1.0,Y
211,IDCJAC0011,65070,1993,7,31,10.2,1.0,Y
212,IDCJAC0011,65070,1993,8,1,-0.3,1.0,Y
213,IDCJAC0011,65070,1993,8,2,6.4,1.0,Y
214,IDCJAC0011,65070,1993,8,3,6.3,1.0,Y
215,IDCJAC0011,65070,1993,8,4,3.5,1.0,Y
216,IDCJAC0011,65070,1993,8,5,-0.5,1.0,Y
217,IDCJAC0011,65070,1993,8,6,0.1,1.0,Y
218,IDCJAC0011,65070,1993,8,7,0.2,1.0,Y
219,IDCJAC0011,65070,1993,8,8,8.6,1.0,Y
220,IDCJAC0011,65070,1993,8,9,0.4,1.0,Y
221,IDCJAC0011,65070,1993,8,10,,,
222,IDCJAC0011,65070,1993,8,11,1.6,1.0,N
223,IDCJAC0011,65070,1993,8,12,0.7,1.0,Y
224,IDCJAC0011,65070,1993,8,13,0.1,1.0,Y
225,IDCJAC0011,65070,1993,8,14,1.9,1.0,Y
226,IDCJAC0011,65070,1993,8,15,7.0,1.0,Y
227,IDCJAC0011,65070,1993,8,16,5.5,1.0,Y
228,IDCJAC0011,65070,1993,8,17,,,
229,IDCJAC0011,65070,1993,8,18,-0.3,1.0,N
230,IDCJAC0011,65070,1993,8,19,0.8,1.0,Y
231,IDCJAC0011,65070,1993,8,20,0.0,1.0,Y
232,IDCJAC0011,65070,1993,8,21,-1.1,1.0,Y
233,IDCJAC0011,65070,1993,8,22,,,
234,IDCJAC0011,65070,1993,8,23,0.0,1.0,N
235,IDCJAC0011,65070,1993,8,24,4.0,1.0,Y
236,IDCJAC0011,65070,1993,8,25,6.2,1.0,Y
237,IDCJAC0011,65070,1993,8,26,5.9,1.0,Y
238,IDCJAC0011,65070,1993,8,27,6.7,1.0,Y
239,IDCJAC0011,65070,1993,8,28,8.4,1.0,Y
240,IDCJAC0011,65070,1993,8,29,7.2,1.0,Y
241,IDCJAC0011,65070,1993,8,30,7.8,1.0,Y
242,IDCJAC0011,65070,1993,8,31,11.5,1.0,Y
243,IDCJAC0011,65070,1993,9,1,12.9,1.0,Y
244,IDCJAC0011,65070,1993,9,2,9.5,1.0,Y
245,IDCJAC0011,65070,1993,9,3,3.1,1.0,Y
246,IDCJAC0011,65070,1993,9,4,2.9,1.0,Y
247,IDCJAC0011,65070,1993,9,5,4.9,1.0,Y
248,IDCJAC0011,65070,1993,9,6,8.8,1.0,Y
249,IDCJAC0011,65070,1993,9,7,10.8,1.0,Y
250,IDCJAC0011,65070,1993,9,8,9.0,1.0,Y
251,IDCJAC0011,65070,1993,9,9,12.1,1.0,Y
252,IDCJAC0011,65070,1993,9,10,3.0,1.0,Y
253,IDCJAC0011,65070,1993,9,11,0.7,1.0,Y
254,IDCJAC0011,65070,1993,9,12,4.9,1.0,Y
255,IDCJAC0011,65070,1993,9,13,7.0,1.0,Y
256,IDCJAC0011,65070,1993,9,14,11.0,1.0,Y
257,IDCJAC0011,65070,1993,9,15,4.7,1.0,Y
258,IDCJAC0011,65070,1993,9,16,9.6,1.0,Y
259,IDCJAC0011,65070,1993,9,17,6.7,1.0,Y
260,IDCJAC0011,65070,1993,9,18,2.9,1.0,Y
261,IDCJAC0011,65070,1993,9,19,5.3,1.0,Y
262,IDCJAC0011,65070,1993,9,20,5.8,1.0,Y
263,IDCJAC0011,65070,1993,9,21,4.7,1.0,Y
264,IDCJAC0011,65070,1993,9,22,-1.0,1.0,Y
265,IDCJAC0011,65070,1993,9,23,2.7,1.0,Y
266,IDCJAC0011,65070,1993,9,24,5.6,1.0,Y
267,IDCJAC0011,65070,1993,9,25,3.3,1.0,Y
268,IDCJAC0011,65070,1993,9,26,5.7,1.0,Y
269,IDCJAC0011,65070,1993,9,27,4.6,1.0,Y
270,IDCJAC0011,65070,1993,9,28,,,
271,IDCJAC0011,65070,1993,9,29,6.9,1.0,N
272,IDCJAC0011,65070,1993,9,30,9.9,1.0,Y
273,IDCJAC0011,65070,1993,10,1,8.8,1.0,Y
274,IDCJAC0011,65070,1993,10,2,14.6,1.0,Y
275,IDCJAC0011,65070,1993,10,3,13.2,1.0,Y
276,IDCJAC0011,65070,1993,10,4,13.2,1.0,Y
277,IDCJAC0011,65070,1993,10,5,4.8,1.0,Y
278,IDCJAC0011,65070,1993,10,6,4.3,1.0,Y
279,IDCJAC0011,65070,1993,10,7,,,
280,IDCJAC0011,65070,1993,10,8,7.9,1.0,N
281,IDCJAC0011,65070,1993,10,9,9.3,1.0,Y
282,IDCJAC0011,65070,1993,10,10,7.7,1.0,Y
283,IDCJAC0011,65070,1993,10,11,1.3,1.0,Y
284,IDCJAC0011,65070,1993,10,12,3.1,1.0,Y
285,IDCJAC0011,65070,1993,10,13,5.7,1.0,Y
286,IDCJAC0011,65070,1993,10,14,7.8,1.0,Y
287,IDCJAC0011,65070,1993,10,15,10.2,1.0,Y
288,IDCJAC0011,65070,1993,10,16,10.5,1.0,Y
289,IDCJAC0011,65070,1993,10,17,10.1,1.0,Y
290,IDCJAC0011,65070,1993,10,18,12.6,1.0,Y
291,IDCJAC0011,65070,1993,10,19,4.4,1.0,Y
292,IDCJAC0011,65070,1993,10,20,5.8,1.0,Y
293,IDCJAC0011,65070,1993,10,21,5.8,1.0,Y
294,IDCJAC0011,65070,1993,10,22,5.8,1.0,Y
295,IDCJAC0011,65070,1993,10,23,8.2,1.0,Y
296,IDCJAC0011,65070,1993,10,24,9.0,1.0,Y
297,IDCJAC0011,65070,1993,10,25,15.2,1.0,Y
298,IDCJAC0011,65070,1993,10,26,7.5,1.0,Y
299,IDCJAC0011,65070,1993,10,27,4.1,1.0,Y
300,IDCJAC0011,65070,1993,10,28,10.3,1.0,Y
301,IDCJAC0011,65070,1993,10,29,7.0,1.0,Y
302,IDCJAC0011,65070,1993,10,30,3.9,1.0,Y
303,IDCJAC0011,65070,1993,10,31,8.4,1.0,Y
304,IDCJAC0011,65070,1993,11,1,9.9,1.0,Y
305,IDCJAC0011,65070,1993,11,2,14.5,1.0,Y
306,IDCJAC0011,65070,1993,11,3,5.3,1.0,Y
307,IDCJAC0011,65070,1993,11,4,4.2,1.0,Y
308,IDCJAC0011,65070,1993,11,5,3.8,1.0,Y
309,IDCJAC0011,65070,1993,11,6,3.4,1.0,Y
310,IDCJAC0011,65070,1993,11,7,5.3,1.0,Y
311,IDCJAC0011,65070,1993,11,8,7.1,1.0,Y
312,IDCJAC0011,65070,1993,11,9,10.6,1.0,Y
313,IDCJAC0011,65070,1993,11,10,8.7,1.0,Y
314,IDCJAC0011,65070,1993,11,11,9.8,1.0,Y
315,IDCJAC0011,65070,1993,11,12,10.8,1.0,Y
316,IDCJAC0011,65070,1993,11,13,17.0,1.0,Y
317,IDCJAC0011,65070,1993,11,14,16.4,1.0,Y
318,IDCJAC0011,65070,1993,11,15,12.9,1.0,Y
319,IDCJAC0011,65070,1993,11,16,13.3,1.0,Y
320,IDCJAC0011,65070,1993,11,17,,,
321,IDCJAC0011,65070,1993,11,18,17.2,1.0,N
322,IDCJAC0011,65070,1993,11,19,19.2,1.0,Y
323,IDCJAC0011,65070,1993,11,20,18.5,1.0,Y
324,IDCJAC0011,65070,1993,11,21,10.4,1.0,Y
325,IDCJAC0011,65070,1993,11,22,9.5,1.0,Y
326,IDCJAC0011,65070,1993,11,23,8.4,1.0,Y
327,IDCJAC0011,65070,1993,11,24,13.2,1.0,Y
328,IDCJAC0011,65070,1993,11,25,11.6,1.0,Y
329,IDCJAC0011,65070,1993,11,26,13.2,1.0,Y
330,IDCJAC0011,65070,1993,11,27,11.5,1.0,Y
331,IDCJAC0011,65070,1993,11,28,13.7,1.0,Y
332,IDCJAC0011,65070,1993,11,29,15.3,1.0,Y
333,IDCJAC0011,65070,1993,11,30,10.0,1.0,Y
334,IDCJAC0011,65070,1993,12,1,17.9,1.0,Y
335,IDCJAC0011,65070,1993,12,2,16.0,1.0,Y
336,IDCJAC0011,65070,1993,12,3,17.5,1.0,Y
337,IDCJAC0011,65070,1993,12,4,18.3,1.0,Y
338,IDCJAC0011,65070,1993,12,5,14.2,1.0,Y
339,IDCJAC0011,65070,1993,12,6,14.8,1.0,Y
340,IDCJAC0011,65070,1993,12,7,15.1,1.0,Y
341,IDCJAC0011,65070,1993,12,8,13.3,1.0,Y
342,IDCJAC0011,65070,1993,12,9,10.5,1.0,Y
343,IDCJAC0011,65070,1993,12,10,13.8,1.0,Y
344,IDCJAC0011,65070,1993,12,11,14.5,1.0,Y
345,IDCJAC0011,65070,1993,12,12,14.2,1.0,Y
346,IDCJAC0011,65070,1993,12,13,16.7,1.0,Y
347,IDCJAC0011,65070,1993,12,14,18.4,1.0,Y
348,IDCJAC0011,65070,1993,12,15,18.8,1.0,Y
349,IDCJAC0011,65070,1993,12,16,9.3,1.0,Y
350,IDCJAC0011,65070,1993,12,17,12.3,1.0,Y
351,IDCJAC0011,65070,1993,12,18,12.9,1.0,Y
352,IDCJAC0011,65070,1993,12,19,16.4,1.0,Y
353,IDCJAC0011,65070,1993,12,20,16.2,1.0,Y
354,IDCJAC0011,65070,1993,12,21,18.4,1.0,Y
355,IDCJAC0011,65070,1993,12,22,17.3,1.0,Y
356,IDCJAC0011,65070,1993,12,23,13.1,1.0,Y
357,IDCJAC0011,65070,1993,12,24,13.2,1.0,Y
358,IDCJAC0011,65070,1993,12,25,10.2,1.0,Y
359,IDCJAC0011,65070,1993,12,26,11.5,1.0,Y
360,IDCJAC0011,65070,1993,12,27,6.6,1.0,Y
361,IDCJAC0011,65070,1993,12,28,4.5,1.0,Y
362,IDCJAC0011,65070,1993,12,29,7.6,1.0,Y
363,IDCJAC0011,65070,1993,12,30,9.4,1.0,Y
364,IDCJAC0011,65070,1993,12,31,10.3,1.0,Y
365,IDCJAC0011,65070,1994,1,1,12.8,1.0,Y
366,IDCJAC0011,65070,1994,1,2,13.1,1.0,Y
367,IDCJAC0011,65070,1994,1,3,19.7,1.0,Y
368,IDCJAC0011,65070,1994,1,4,14.0,1.0,Y
369,IDCJAC0011,65070,1994,1,5,9.3,1.0,Y
370,IDCJAC0011,65070,1994,1,6,14.1,1.0,Y
371,IDCJAC0011,65070,1994,1,7,12.7,1.0,Y
372,IDCJAC0011,65070,1994,1,8,17.3,1.0,Y
373,IDCJAC0011,65070,1994,1,9,9.8,1.0,Y
374,IDCJAC0011,65070,1994,1,10,11.5,1.0,Y
375,IDCJAC0011,65070,1994,1,11,18.4,1.0,Y
376,IDCJAC0011,65070,1994,1,12,16.9,1.0,Y
377,IDCJAC0011,65070,1994,1,13,17.5,1.0,Y
378,IDCJAC0011,65070,1994,1,14,18.9,1.0,Y
379,IDCJAC0011,65070,1994,1,15,17.1,1.0,Y
380,IDCJAC0011,65070,1994,1,16,15.8,1.0,Y
381,IDCJAC0011,65070,1994,1,17,18.5,1.0,Y
382,IDCJAC0011,65070,1994,1,18,18.4,1.0,Y
383,IDCJAC0011,65070,1994,1,19,14.4,1.0,Y
384,IDCJAC0011,65070,1994,1,20,16.6,1.0,Y
385,IDCJAC0011,65070,1994,1,21,15.1,1.0,Y
386,IDCJAC0011,65070,1994,1,22,12.3,1.0,Y
387,IDCJAC0011,65070,1994,1,23,14.7,1.0,Y
388,IDCJAC0011,65070,1994,1,24,16.4,1.0,Y
389,IDCJAC0011,65070,1994,1,25,17.1,1.0,Y
390,IDCJAC0011,65070,1994,1,26,17.6,1.0,Y
391,IDCJAC0011,65070,1994,1,27,16.8,1.0,Y
392,IDCJAC0011,65070,1994,1,28,14.7,1.0,Y
393,IDCJAC0011,65070,1994,1,29,16.5,1.0,Y
394,IDCJAC0011,65070,1994,1,30,18.4,1.0,Y
395,IDCJAC0011,65070,1994,1,31,19.0,1.0,Y
396,IDCJAC0011,65070,1994,2,1,18.6,1.0,Y
397,IDCJAC0011,65070,1994,2,2,17.5,1.0,Y
398,IDCJAC0011,65070,1994,2,3,17.9,1.0,Y
399,IDCJAC0011,65070,1994,2,4,17.4,1.0,Y
400,IDCJAC0011,65070,1994,2,5,17.9,1.0,Y
401,IDCJAC0011,65070,1994,2,6,19.2,1.0,Y
402,IDCJAC0011,65070,1994,2,7,19.1,1.0,Y
403,IDCJAC0011,65070,1994,2,8,16.0,1.0,Y
404,IDCJAC0011,65070,1994,2,9,21.5,1.0,Y
405,IDCJAC0011,65070,1994,2,10,19.3,1.0,Y
406,IDCJAC0011,65070,1994,2,11,21.4,1.0,Y
407,IDCJAC0011,65070,1994,2,12,14.2,1.0,Y
408,IDCJAC0011,65070,1994,2,13,18.9,1.0,Y
409,IDCJAC0011,65070,1994,2,14,19.8,1.0,Y
410,IDCJAC0011,65070,1994,2,15,18.8,1.0,Y
411,IDCJAC0011,65070,1994,2,16,17.2,1.0,Y
412,IDCJAC0011,65070,1994,2,17,16.4,1.0,Y
413,IDCJAC0011,65070,1994,2,18,15.5,1.0,Y
414,IDCJAC0011,65070,1994,2,19,12.7,1.0,Y
415,IDCJAC0011,65070,1994,2,20,14.4,1.0,Y
416,IDCJAC0011,65070,1994,2,21,13.1,1.0,Y
417,IDCJAC0011,65070,1994,2,22,15.2,1.0,Y
418,IDCJAC0011,65070,1994,2,23,15.4,1.0,Y
419,IDCJAC0011,65070,1994,2,24,14.2,1.0,Y
420,IDCJAC0011,65070,1994,2,25,19.9,1.0,Y
421,IDCJAC0011,65070,1994,2,26,17.0,1.0,Y
422,IDCJAC0011,65070,1994,2,27,16.6,1.0,Y
423,IDCJAC0011,65070,1994,2,28,18.4,1.0,Y
424,IDCJAC0011,65070,1994,3,1,11.9,1.0,Y
425,IDCJAC0011,65070,1994,3,2,13.3,1.0,Y
426,IDCJAC0011,65070,1994,3,3,14.9,1.0,Y
427,IDCJAC0011,65070,1994,3,4,15.9,1.0,Y
428,IDCJAC0011,65070,1994,3,5,12.8,1.0,Y
429,IDCJAC0011,65070,1994,3,6,11.6,1.0,Y
430,IDCJAC0011,65070,1994,3,7,15.1,1.0,Y
431,IDCJAC0011,65070,1994,3,8,16.0,1.0,Y
432,IDCJAC0011,65070,1994,3,9,,,
433,IDCJAC0011,65070,1994,3,10,14.8,1.0,N
434,IDCJAC0011,65070,1994,3,11,11.3,1.0,Y
435,IDCJAC0011,65070,1994,3,12,11.7,1.0,Y
436,IDCJAC0011,65070,1994,3,13,6.5,1.0,Y
437,IDCJAC0011,65070,1994,3,14,7.4,1.0,Y
438,IDCJAC0011,65070,1994,3,15,6.6,1.0,Y
439,IDCJAC0011,65070,1994,3,16,6.6,1.0,Y
440,IDCJAC0011,65070,1994,3,17,10.1,1.0,Y
441,IDCJAC0011,65070,1994,3,18,11.9,1.0,Y
442,IDCJAC0011,65070,1994,3,19,10.0,1.0,Y
443,IDCJAC0011,65070,1994,3,20,,,
444,IDCJAC0011,65070,1994,3,21,11.4,1.0,N
