,roduct code,Bureau of Meteorology station number,Year,Month,Day,Maximum temperature (Degree C),Days of accumulation of maximum temperature,Quality
0,IDCJAC0010,91237,1980,1,1,,,
1,IDCJAC0010,91237,1980,1,2,,,
2,IDCJAC0010,91237,1980,1,3,,,
3,IDCJAC0010,91237,1980,1,4,,,
4,IDCJAC0010,91237,1980,1,5,,,
5,IDCJAC0010,91237,1980,1,6,,,
6,IDCJAC0010,91237,1980,1,7,,,
7,IDCJAC0010,91237,1980,1,8,,,
8,IDCJAC0010,91237,1980,1,9,,,
9,IDCJAC0010,91237,1980,1,10,,,
10,IDCJAC0010,91237,1980,1,11,,,
11,IDCJAC0010,91237,1980,1,12,,,
12,IDCJAC0010,91237,1980,1,13,,,
13,IDCJAC0010,91237,1980,1,14,,,
14,IDCJAC0010,91237,1980,1,15,,,
15,IDCJAC0010,91237,1980,1,16,,,
16,IDCJAC0010,91237,1980,1,17,,,
17,IDCJAC0010,91237,1980,1,18,,,
18,IDCJAC0010,91237,1980,1,19,,,
19,IDCJAC0010,91237,1980,1,20,,,
20,IDCJAC0010,91237,1980,1,21,,,
21,IDCJAC0010,91237,1980,1,22,,,
22,IDCJAC0010,91237,1980,1,23,,,
23,IDCJAC0010,91237,1980,1,24,,,
24,IDCJAC0010,91237,1980,1,25,,,
25,IDCJAC0010,91237,1980,1,26,,,
26,IDCJAC0010,91237,1980,1,27,,,
27,IDCJAC0010,91237,1980,1,28,,,
28,IDCJAC0010,91237,1980,1,29,,,
29,IDCJAC0010,91237,1980,1,30,,,
30,IDCJAC0010,91237,1980,1,31,,,
31,IDCJAC0010,91237,1980,2,1,,,
32,IDCJAC0010,91237,1980,2,2,,,
33,IDCJAC0010,91237,1980,2,3,,,
34,IDCJAC0010,91237,1980,2,4,,,
35,IDCJAC0010,91237,1980,2,5,,,
36,IDCJAC0010,91237,1980,2,6,,,
37,IDCJAC0010,91237,1980,2,7,,,
38,IDCJAC0010,91237,1980,2,8,,,
39,IDCJAC0010,91237,1980,2,9,,,
40,IDCJAC0010,91237,1980,2,10,,,
41,IDCJAC0010,91237,1980,2,11,,,
42,IDCJAC0010,91237,1980,2,12,,,
43,IDCJAC0010,91237,1980,2,13,,,
44,IDCJAC0010,91237,1980,2,14,,,
45,IDCJAC0010,91237,1980,2,15,,,
46,IDCJAC0010,91237,1980,2,16,,,
47,IDCJAC0010,91237,1980,2,17,,,
48,IDCJAC0010,91237,1980,2,18,,,
49,IDCJAC0010,91237,1980,2,19,,,
50,IDCJAC0010,91237,1980,2,20,,,
51,IDCJAC0010,91237,1980,2,21,,,
52,IDCJAC0010,91237,1980,2,22,,,
53,IDCJAC0010,91237,1980,2,23,,,
54,IDCJAC0010,91237,1980,2,24,,,
55,IDCJAC0010,91237,1980,2,25,,,
56,IDCJAC0010,91237,1980,2,26,,,
57,IDCJAC0010,91237,1980,2,27,,,
58,IDCJAC0010,91237,1980,2,28,,,
59,IDCJAC0010,91237,1980,2,29,,,
60,IDCJAC0010,91237,1980,3,1,,,
61,IDCJAC0010,91237,1980,3,2,,,
62,IDCJAC0010,91237,1980,3,3,,,
63,IDCJAC0010,91237,1980,3,4,,,
64,IDCJAC0010,91237,1980,3,5,,,
65,IDCJAC0010,91237,1980,3,6,,,
66,IDCJAC0010,91237,1980,3,7,,,
67,IDCJAC0010,91237,1980,3,8,,,
68,IDCJAC0010,91237,1980,3,9,,,
69,IDCJAC0010,91237,1980,3,10,,,
70,IDCJAC0010,91237,1980,3,11,,,
71,IDCJAC0010,91237,1980,3,12,,,
72,IDCJAC0010,91237,1980,3,13,,,
73,IDCJAC0010,91237,1980,3,14,,,
74,IDCJAC0010,91237,1980,3,15,,,
75,IDCJAC0010,91237,1980,3,16,,,
76,IDCJAC0010,91237,1980,3,17,,,
77,IDCJAC0010,91237,1980,3,18,,,
78,IDCJAC0010,91237,1980,3,19,,,
79,IDCJAC0010,91237,1980,3,20,,,
80,IDCJAC0010,91237,1980,3,21,,,
81,IDCJAC0010,91237,1980,3,22,,,
82,IDCJAC0010,91237,1980,3,23,,,
83,IDCJAC0010,91237,1980,3,24,,,
84,IDCJAC0010,91237,1980,3,25,,,
85,IDCJAC0010,91237,1980,3,26,,,
86,IDCJAC0010,91237,1980,3,27,,,
87,IDCJAC0010,91237,1980,3,28,,,
88,IDCJAC0010,91237,1980,3,29,,,
89,IDCJAC0010,91237,1980,3,30,,,
90,IDCJAC0010,91237,1980,3,31,,,
91,IDCJAC0010,91237,1980,4,1,,,
92,IDCJAC0010,91237,1980,4,2,,,
93,IDCJAC0010,91237,1980,4,3,,,
94,IDCJAC0010,91237,1980,4,4,,,
95,IDCJAC0010,91237,1980,4,5,,,
96,IDCJAC0010,91237,1980,4,6,,,
97,IDCJAC0010,91237,1980,4,7,,,
98,IDCJAC0010,91237,1980,4,8,,,
99,IDCJAC0010,91237,1980,4,9,,,
100,IDCJAC0010,91237,1980,4,10,,,
101,IDCJAC0010,91237,1980,4,11,,,
102,IDCJAC0010,91237,1980,4,12,,,
103,IDCJAC0010,91237,1980,4,13,,,
104,IDCJAC0010,91237,1980,4,14,,,
105,IDCJAC0010,91237,1980,4,15,,,
106,IDCJAC0010,91237,1980,4,16,,,
107,IDCJAC0010,91237,1980,4,17,,,
108,IDCJAC0010,91237,1980,4,18,,,
109,IDCJAC0010,91237,1980,4,19,,,
110,IDCJAC0010,91237,1980,4,20,,,
111,IDCJAC0010,91237,1980,4,21,,,
112,IDCJAC0010,91237,1980,4,22,,,
113,IDCJAC0010,91237,1980,4,23,,,
114,IDCJAC0010,91237,1980,4,24,,,
115,IDCJAC0010,91237,1980,4,25,,,
116,IDCJAC0010,91237,1980,4,26,,,
117,IDCJAC0010,91237,1980,4,27,,,
118,IDCJAC0010,91237,1980,4,28,,,
119,IDCJAC0010,91237,1980,4,29,,,
120,IDCJAC0010,91237,1980,4,30,,,
121,IDCJAC0010,91237,1980,5,1,16.4,1.0,N
122,IDCJAC0010,91237,1980,5,2,17.0,1.0,Y
123,IDCJAC0010,91237,1980,5,3,14.9,1.0,Y
124,IDCJAC0010,91237,1980,5,4,18.6,1.0,Y
125,IDCJAC0010,91237,1980,5,5,19.5,1.0,Y
126,IDCJAC0010,91237,1980,5,6,18.7,1.0,Y
127,IDCJAC0010,91237,1980,5,7,16.8,1.0,Y
128,IDCJAC0010,91237,1980,5,8,19.3,1.0,Y
129,IDCJAC0010,91237,1980,5,9,20.2,1.0,Y
130,IDCJAC0010,91237,1980,5,10,19.6,1.0,Y
131,IDCJAC0010,91237,1980,5,11,16.4,1.0,Y
132,IDCJAC0010,91237,1980,5,12,17.5,1.0,Y
133,IDCJAC0010,91237,1980,5,13,16.7,1.0,Y
134,IDCJAC0010,91237,1980,5,14,16.6,1.0,Y
135,IDCJAC0010,91237,1980,5,15,19.0,1.0,Y
136,IDCJAC0010,91237,1980,5,16,18.2,1.0,Y
137,IDCJAC0010,91237,1980,5,17,15.4,1.0,Y
138,IDCJAC0010,91237,1980,5,18,13.1,1.0,Y
139,IDCJAC0010,91237,1980,5,19,13.4,1.0,Y
140,IDCJAC0010,91237,1980,5,20,12.3,1.0,Y
141,IDCJAC0010,91237,1980,5,21,13.7,1.0,Y
142,IDCJAC0010,91237,1980,5,22,15.8,1.0,Y
143,IDCJAC0010,91237,1980,5,23,15.8,1.0,Y
144,IDCJAC0010,91237,1980,5,24,17.0,1.0,Y
145,IDCJAC0010,91237,1980,5,25,15.8,1.0,Y
146,IDCJAC0010,91237,1980,5,26,13.7,1.0,Y
147,IDCJAC0010,91237,1980,5,27,16.4,1.0,Y
148,IDCJAC0010,91237,1980,5,28,17.6,1.0,Y
149,IDCJAC0010,91237,1980,5,29,15.5,1.0,Y
150,IDCJAC0010,91237,1980,5,30,16.4,1.0,Y
151,IDCJAC0010,91237,1980,5,31,17.8,1.0,Y
152,IDCJAC0010,91237,1980,6,1,17.4,1.0,Y
153,IDCJAC0010,91237,1980,6,2,13.2,1.0,Y
154,IDCJAC0010,91237,1980,6,3,8.0,1.0,Y
155,IDCJAC0010,91237,1980,6,4,13.7,1.0,Y
156,IDCJAC0010,91237,1980,6,5,14.8,1.0,Y
157,IDCJAC0010,91237,1980,6,6,14.4,1.0,Y
158,IDCJAC0010,91237,1980,6,7,9.9,1.0,Y
159,IDCJAC0010,91237,1980,6,8,13.1,1.0,Y
160,IDCJAC0010,91237,1980,6,9,12.5,1.0,Y
161,IDCJAC0010,91237,1980,6,10,11.6,1.0,Y
162,IDCJAC0010,91237,1980,6,11,11.3,1.0,Y
163,IDCJAC0010,91237,1980,6,12,11.4,1.0,Y
164,IDCJAC0010,91237,1980,6,13,11.7,1.0,Y
165,IDCJAC0010,91237,1980,6,14,12.4,1.0,Y
166,IDCJAC0010,91237,1980,6,15,14.9,1.0,Y
167,IDCJAC0010,91237,1980,6,16,13.1,1.0,Y
168,IDCJAC0010,91237,1980,6,17,14.3,1.0,Y
169,IDCJAC0010,91237,1980,6,18,15.0,1.0,Y
170,IDCJAC0010,91237,1980,6,19,12.3,1.0,Y
171,IDCJAC0010,91237,1980,6,20,12.1,1.0,Y
172,IDCJAC0010,91237,1980,6,21,12.7,1.0,Y
173,IDCJAC0010,91237,1980,6,22,12.0,1.0,Y
174,IDCJAC0010,91237,1980,6,23,12.3,1.0,Y
175,IDCJAC0010,91237,1980,6,24,12.7,1.0,Y
176,IDCJAC0010,91237,1980,6,25,14.4,1.0,Y
177,IDCJAC0010,91237,1980,6,26,14.2,1.0,Y
178,IDCJAC0010,91237,1980,6,27,16.1,1.0,Y
179,IDCJAC0010,91237,1980,6,28,11.3,1.0,Y
180,IDCJAC0010,91237,1980,6,29,15.1,1.0,Y
181,IDCJAC0010,91237,1980,6,30,15.1,1.0,Y
182,IDCJAC0010,91237,1980,7,1,10.9,1.0,Y
183,IDCJAC0010,91237,1980,7,2,11.2,1.0,Y
184,IDCJAC0010,91237,1980,7,3,11.1,1.0,Y
185,IDCJAC0010,91237,1980,7,4,12.6,1.0,Y
186,IDCJAC0010,91237,1980,7,5,14.4,1.0,Y
187,IDCJAC0010,91237,1980,7,6,13.4,1.0,Y
188,IDCJAC0010,91237,1980,7,7,13.4,1.0,Y
189,IDCJAC0010,91237,1980,7,8,11.7,1.0,Y
190,IDCJAC0010,91237,1980,7,9,11.6,1.0,Y
191,IDCJAC0010,91237,1980,7,10,12.3,1.0,Y
192,IDCJAC0010,91237,1980,7,11,11.4,1.0,Y
193,IDCJAC0010,91237,1980,7,12,10.0,1.0,Y
194,IDCJAC0010,91237,1980,7,13,12.4,1.0,Y
195,IDCJAC0010,91237,1980,7,14,12.7,1.0,Y
196,IDCJAC0010,91237,1980,7,15,12.6,1.0,Y
197,IDCJAC0010,91237,1980,7,16,13.9,1.0,Y
198,IDCJAC0010,91237,1980,7,17,13.8,1.0,Y
199,IDCJAC0010,91237,1980,7,18,12.8,1.0,Y
200,IDCJAC0010,91237,1980,7,19,13.2,1.0,Y
201,IDCJAC0010,91237,1980,7,20,9.8,1.0,Y
202,IDCJAC0010,91237,1980,7,21,11.7,1.0,Y
203,IDCJAC0010,91237,1980,7,22,13.2,1.0,Y
204,IDCJAC0010,91237,1980,7,23,14.1,1.0,Y
205,IDCJAC0010,91237,1980,7,24,15.0,1.0,Y
206,IDCJAC0010,91237,1980,7,25,12.1,1.0,Y
207,IDCJAC0010,91237,1980,7,26,12.9,1.0,Y
208,IDCJAC0010,91237,1980,7,27,13.8,1.0,Y
209,IDCJAC0010,91237,1980,7,28,13.9,1.0,Y
210,IDCJAC0010,91237,1980,7,29,12.6,1.0,Y
211,IDCJAC0010,91237,1980,7,30,13.2,1.0,Y
212,IDCJAC0010,91237,1980,7,31,13.3,1.0,Y
213,IDCJAC0010,91237,1980,8,1,11.7,1.0,Y
214,IDCJAC0010,91237,1980,8,2,12.4,1.0,Y
215,IDCJAC0010,91237,1980,8,3,15.1,1.0,Y
216,IDCJAC0010,91237,1980,8,4,15.1,1.0,Y
217,IDCJAC0010,91237,1980,8,5,14.5,1.0,Y
218,IDCJAC0010,91237,1980,8,6,14.1,1.0,Y
219,IDCJAC0010,91237,1980,8,7,12.6,1.0,Y
220,IDCJAC0010,91237,1980,8,8,12.4,1.0,Y
221,IDCJAC0010,91237,1980,8,9,13.2,1.0,Y
222,IDCJAC0010,91237,1980,8,10,14.0,1.0,Y
223,IDCJAC0010,91237,1980,8,11,13.1,1.0,Y
224,IDCJAC0010,91237,1980,8,12,13.8,1.0,Y
225,IDCJAC0010,91237,1980,8,13,11.5,1.0,Y
226,IDCJAC0010,91237,1980,8,14,12.0,1.0,Y
227,IDCJAC0010,91237,1980,8,15,,,
228,IDCJAC0010,91237,1980,8,16,16.0,1.0,N
229,IDCJAC0010,91237,1980,8,17,13.4,1.0,Y
230,IDCJAC0010,91237,1980,8,18,14.3,1.0,Y
231,IDCJAC0010,91237,1980,8,19,18.0,1.0,Y
232,IDCJAC0010,91237,1980,8,20,16.4,1.0,Y
233,IDCJAC0010,91237,1980,8,21,16.2,1.0,Y
234,IDCJAC0010,91237,1980,8,22,15.6,1.0,Y
235,IDCJAC0010,91237,1980,8,23,16.1,1.0,Y
236,IDCJAC0010,91237,1980,8,24,13.4,1.0,Y
237,IDCJAC0010,91237,1980,8,25,13.2,1.0,Y
238,IDCJAC0010,91237,1980,8,26,13.9,1.0,Y
239,IDCJAC0010,91237,1980,8,27,12.3,1.0,Y
240,IDCJAC0010,91237,1980,8,28,14.3,1.0,Y
241,IDCJAC0010,91237,1980,8,29,13.3,1.0,Y
242,IDCJAC0010,91237,1980,8,30,15.0,1.0,Y
243,IDCJAC0010,91237,1980,8,31,12.6,1.0,Y
244,IDCJAC0010,91237,1980,9,1,13.2,1.0,Y
245,IDCJAC0010,91237,1980,9,2,15.4,1.0,Y
246,IDCJAC0010,91237,1980,9,3,16.4,1.0,Y
247,IDCJAC0010,91237,1980,9,4,13.1,1.0,Y
248,IDCJAC0010,91237,1980,9,5,17.6,1.0,Y
249,IDCJAC0010,91237,1980,9,6,15.5,1.0,Y
250,IDCJAC0010,91237,1980,9,7,18.4,1.0,Y
251,IDCJAC0010,91237,1980,9,8,14.4,1.0,Y
252,IDCJAC0010,91237,1980,9,9,12.1,1.0,Y
253,IDCJAC0010,91237,1980,9,10,17.5,1.0,Y
254,IDCJAC0010,91237,1980,9,11,16.1,1.0,Y
255,IDCJAC0010,91237,1980,9,12,13.7,1.0,Y
256,IDCJAC0010,91237,1980,9,13,13.2,1.0,Y
257,IDCJAC0010,91237,1980,9,14,15.9,1.0,Y
258,IDCJAC0010,91237,1980,9,15,14.0,1.0,Y
259,IDCJAC0010,91237,1980,9,16,16.9,1.0,Y
260,IDCJAC0010,91237,1980,9,17,13.5,1.0,Y
261,IDCJAC0010,91237,1980,9,18,15.2,1.0,Y
262,IDCJAC0010,91237,1980,9,19,13.4,1.0,Y
263,IDCJAC0010,91237,1980,9,20,14.3,1.0,Y
264,IDCJAC0010,91237,1980,9,21,15.6,1.0,Y
265,IDCJAC0010,91237,1980,9,22,17.7,1.0,Y
266,IDCJAC0010,91237,1980,9,23,15.2,1.0,Y
267,IDCJAC0010,91237,1980,9,24,20.5,1.0,Y
268,IDCJAC0010,91237,1980,9,25,13.7,1.0,Y
269,IDCJAC0010,91237,1980,9,26,15.9,1.0,Y
270,IDCJAC0010,91237,1980,9,27,16.1,1.0,Y
271,IDCJAC0010,91237,1980,9,28,17.2,1.0,Y
272,IDCJAC0010,91237,1980,9,29,19.8,1.0,Y
273,IDCJAC0010,91237,1980,9,30,19.9,1.0,Y
274,IDCJAC0010,91237,1980,10,1,16.2,1.0,Y
275,IDCJAC0010,91237,1980,10,2,18.0,1.0,Y
276,IDCJAC0010,91237,1980,10,3,15.6,1.0,Y
277,IDCJAC0010,91237,1980,10,4,16.3,1.0,Y
278,IDCJAC0010,91237,1980,10,5,18.5,1.0,Y
279,IDCJAC0010,91237,1980,10,6,11.7,1.0,Y
280,IDCJAC0010,91237,1980,10,7,9.4,1.0,Y
281,IDCJAC0010,91237,1980,10,8,17.7,1.0,Y
282,IDCJAC0010,91237,1980,10,9,18.4,1.0,Y
283,IDCJAC0010,91237,1980,10,10,18.1,1.0,Y
284,IDCJAC0010,91237,1980,10,11,20.7,1.0,Y
285,IDCJAC0010,91237,1980,10,12,19.5,1.0,Y
286,IDCJAC0010,91237,1980,10,13,20.1,1.0,Y
287,IDCJAC0010,91237,1980,10,14,19.4,1.0,Y
288,IDCJAC0010,91237,1980,10,15,15.9,1.0,Y
289,IDCJAC0010,91237,1980,10,16,17.7,1.0,Y
290,IDCJAC0010,91237,1980,10,17,18.1,1.0,Y
291,IDCJAC0010,91237,1980,10,18,18.0,1.0,Y
292,IDCJAC0010,91237,1980,10,19,18.2,1.0,Y
293,IDCJAC0010,91237,1980,10,20,17.7,1.0,Y
294,IDCJAC0010,91237,1980,10,21,18.0,1.0,Y
295,IDCJAC0010,91237,1980,10,22,22.6,1.0,Y
296,IDCJAC0010,91237,1980,10,23,22.0,1.0,Y
297,IDCJAC0010,91237,1980,10,24,16.6,1.0,Y
298,IDCJAC0010,91237,1980,10,25,17.2,1.0,Y
299,IDCJAC0010,91237,1980,10,26,21.7,1.0,Y
300,IDCJAC0010,91237,1980,10,27,21.6,1.0,Y
301,IDCJAC0010,91237,1980,10,28,17.6,1.0,Y
302,IDCJAC0010,91237,1980,10,29,19.2,1.0,Y
303,IDCJAC0010,91237,1980,10,30,16.4,1.0,Y
304,IDCJAC0010,91237,1980,10,31,16.1,1.0,Y
305,IDCJAC0010,91237,1980,11,1,16.1,1.0,Y
306,IDCJAC0010,91237,1980,11,2,13.8,1.0,Y
307,IDCJAC0010,91237,1980,11,3,15.6,1.0,Y
308,IDCJAC0010,91237,1980,11,4,16.6,1.0,Y
309,IDCJAC0010,91237,1980,11,5,17.7,1.0,Y
310,IDCJAC0010,91237,1980,11,6,20.4,1.0,Y
311,IDCJAC0010,91237,1980,11,7,18.6,1.0,Y
312,IDCJAC0010,91237,1980,11,8,19.4,1.0,Y
313,IDCJAC0010,91237,1980,11,9,21.1,1.0,Y
314,IDCJAC0010,91237,1980,11,10,20.5,1.0,Y
315,IDCJAC0010,91237,1980,11,11,23.9,1.0,Y
316,IDCJAC0010,91237,1980,11,12,22.7,1.0,Y
317,IDCJAC0010,91237,1980,11,13,27.8,1.0,Y
318,IDCJAC0010,91237,1980,11,14,24.1,1.0,Y
319,IDCJAC0010,91237,1980,11,15,22.1,1.0,Y
320,IDCJAC0010,91237,1980,11,16,23.4,1.0,Y
321,IDCJAC0010,91237,1980,11,17,25.5,1.0,Y
322,IDCJAC0010,91237,1980,11,18,24.6,1.0,Y
323,IDCJAC0010,91237,1980,11,19,18.5,1.0,Y
324,IDCJAC0010,91237,1980,11,20,19.1,1.0,Y
325,IDCJAC0010,91237,1980,11,21,18.6,1.0,Y
326,IDCJAC0010,91237,1980,11,22,19.5,1.0,Y
327,IDCJAC0010,91237,1980,11,23,19.0,1.0,Y
328,IDCJAC0010,91237,1980,11,24,19.8,1.0,Y
329,IDCJAC0010,91237,1980,11,25,19.1,1.0,Y
330,IDCJAC0010,91237,1980,11,26,19.5,1.0,Y
331,IDCJAC0010,91237,1980,11,27,28.8,1.0,Y
332,IDCJAC0010,91237,1980,11,28,20.7,1.0,Y
333,IDCJAC0010,91237,1980,11,29,21.5,1.0,Y
334,IDCJAC0010,91237,1980,11,30,21.1,1.0,Y
335,IDCJAC0010,91237,1980,12,1,21.6,1.0,Y
336,IDCJAC0010,91237,1980,12,2,18.8,1.0,Y
337,IDCJAC0010,91237,1980,12,3,18.9,1.0,Y
338,IDCJAC0010,91237,1980,12,4,19.0,1.0,Y
339,IDCJAC0010,91237,1980,12,5,20.0,1.0,Y
340,IDCJAC0010,91237,1980,12,6,24.0,1.0,Y
341,IDCJAC0010,91237,1980,12,7,21.8,1.0,Y
342,IDCJAC0010,91237,1980,12,8,21.6,1.0,Y
343,IDCJAC0010,91237,1980,12,9,27.8,1.0,Y
344,IDCJAC0010,91237,1980,12,10,30.9,1.0,Y
345,IDCJAC0010,91237,1980,12,11,22.8,1.0,Y
346,IDCJAC0010,91237,1980,12,12,20.0,1.0,Y
347,IDCJAC0010,91237,1980,12,13,15.1,1.0,Y
348,IDCJAC0010,91237,1980,12,14,18.1,1.0,Y
349,IDCJAC0010,91237,1980,12,15,18.6,1.0,Y
350,IDCJAC0010,91237,1980,12,16,17.8,1.0,Y
351,IDCJAC0010,91237,1980,12,17,15.0,1.0,Y
352,IDCJAC0010,91237,1980,12,18,20.5,1.0,Y
353,IDCJAC0010,91237,1980,12,19,19.6,1.0,Y
354,IDCJAC0010,91237,1980,12,20,24.5,1.0,Y
355,IDCJAC0010,91237,1980,12,21,26.0,1.0,Y
356,IDCJAC0010,91237,1980,12,22,32.0,1.0,Y
357,IDCJAC0010,91237,1980,12,23,25.5,1.0,Y
358,IDCJAC0010,91237,1980,12,24,23.5,1.0,Y
359,IDCJAC0010,91237,1980,12,25,25.8,1.0,Y
360,IDCJAC0010,91237,1980,12,26,21.6,1.0,Y
361,IDCJAC0010,91237,1980,12,27,22.8,1.0,Y
362,IDCJAC0010,91237,1980,12,28,22.9,1.0,Y
363,IDCJAC0010,91237,1980,12,29,27.6,1.0,Y
364,IDCJAC0010,91237,1980,12,30,23.2,1.0,Y
365,IDCJAC0010,91237,1980,12,31,23.3,1.0,Y
366,IDCJAC0010,91237,1981,1,1,30.4,1.0,Y
367,IDCJAC0010,91237,1981,1,2,27.7,1.0,Y
368,IDCJAC0010,91237,1981,1,3,23.8,1.0,Y
369,IDCJAC0010,91237,1981,1,4,28.8,1.0,Y
370,IDCJAC0010,91237,1981,1,5,26.3,1.0,Y
371,IDCJAC0010,91237,1981,1,6,26.3,1.0,Y
372,IDCJAC0010,91237,1981,1,7,25.4,1.0,Y
373,IDCJAC0010,91237,1981,1,8,27.6,1.0,Y
374,IDCJAC0010,91237,1981,1,9,27.3,1.0,Y
375,IDCJAC0010,91237,1981,1,10,24.6,1.0,Y
376,IDCJAC0010,91237,1981,1,11,25.0,1.0,Y
377,IDCJAC0010,91237,1981,1,12,24.8,1.0,Y
378,IDCJAC0010,91237,1981,1,13,25.8,1.0,Y
379,IDCJAC0010,91237,1981,1,14,31.5,1.0,Y
380,IDCJAC0010,91237,1981,1,15,27.6,1.0,Y
381,IDCJAC0010,91237,1981,1,16,29.4,1.0,Y
382,IDCJAC0010,91237,1981,1,17,29.5,1.0,Y
383,IDCJAC0010,91237,1981,1,18,26.1,1.0,Y
384,IDCJAC0010,91237,1981,1,19,28.4,1.0,Y
385,IDCJAC0010,91237,1981,1,20,26.5,1.0,Y
386,IDCJAC0010,91237,1981,1,21,23.7,1.0,Y
387,IDCJAC0010,91237,1981,1,22,21.7,1.0,Y
388,IDCJAC0010,91237,1981,1,23,25.7,1.0,Y
389,IDCJAC0010,91237,1981,1,24,29.3,1.0,Y
390,IDCJAC0010,91237,1981,1,25,30.7,1.0,Y
391,IDCJAC0010,91237,1981,1,26,32.7,1.0,Y
392,IDCJAC0010,91237,1981,1,27,25.9,1.0,Y
393,IDCJAC0010,91237,1981,1,28,25.1,1.0,Y
394,IDCJAC0010,91237,1981,1,29,25.3,1.0,Y
395,IDCJAC0010,91237,1981,1,30,24.7,1.0,Y
396,IDCJAC0010,91237,1981,1,31,26.7,1.0,Y
397,IDCJAC0010,91237,1981,2,1,26.2,1.0,Y
398,IDCJAC0010,91237,1981,2,2,25.9,1.0,Y
399,IDCJAC0010,91237,1981,2,3,31.9,1.0,Y
400,IDCJAC0010,91237,1981,2,4,29.8,1.0,Y
401,IDCJAC0010,91237,1981,2,5,24.3,1.0,Y
402,IDCJAC0010,91237,1981,2,6,25.7,1.0,Y
403,IDCJAC0010,91237,1981,2,7,23.8,1.0,Y
404,IDCJAC0010,91237,1981,2,8,28.3,1.0,Y
405,IDCJAC0010,91237,1981,2,9,24.0,1.0,Y
406,IDCJAC0010,91237,1981,2,10,20.8,1.0,Y
407,IDCJAC0010,91237,1981,2,11,21.8,1.0,Y
408,IDCJAC0010,91237,1981,2,12,19.5,1.0,Y
409,IDCJAC0010,91237,1981,2,13,28.1,1.0,Y
410,IDCJAC0010,91237,1981,2,14,26.9,1.0,Y
411,IDCJAC0010,91237,1981,2,15,31.0,1.0,Y
412,IDCJAC0010,91237,1981,2,16,29.5,1.0,Y
413,IDCJAC0010,91237,1981,2,17,24.4,1.0,Y
414,IDCJAC0010,91237,1981,2,18,24.9,1.0,Y
415,IDCJAC0010,91237,1981,2,19,23.5,1.0,Y
416,IDCJAC0010,91237,1981,2,20,24.6,1.0,Y
417,IDCJAC0010,91237,1981,2,21,25.1,1.0,Y
418,IDCJAC0010,91237,1981,2,22,28.5,1.0,Y
419,IDCJAC0010,91237,1981,2,23,25.6,1.0,Y
420,IDCJAC0010,91237,1981,2,24,26.3,1.0,Y
421,IDCJAC0010,91237,1981,2,25,26.7,1.0,Y
422,IDCJAC0010,91237,1981,2,26,24.5,1.0,Y
423,IDCJAC0010,91237,1981,2,27,26.5,1.0,Y
424,IDCJAC0010,91237,1981,2,28,27.7,1.0,Y
425,IDCJAC0010,91237,1981,3,1,30.1,1.0,Y
426,IDCJAC0010,91237,1981,3,2,21.4,1.0,Y
427,IDCJAC0010,91237,1981,3,3,21.9,1.0,Y
428,IDCJAC0010,91237,1981,3,4,23.6,1.0,Y
429,IDCJAC0010,91237,1981,3,5,21.9,1.0,Y
430,IDCJAC0010,91237,1981,3,6,22.6,1.0,Y
431,IDCJAC0010,91237,1981,3,7,23.0,1.0,Y
432,IDCJAC0010,91237,1981,3,8,22.9,1.0,Y
433,IDCJAC0010,91237,1981,3,9,22.6,1.0,Y
434,IDCJAC0010,91237,1981,3,10,21.2,1.0,Y
435,IDCJAC0010,91237,1981,3,11,23.0,1.0,Y
436,IDCJAC0010,91237,1981,3,12,19.0,1.0,Y
437,IDCJAC0010,91237,1981,3,13,20.9,1.0,Y
438,IDCJAC0010,91237,1981,3,14,19.5,1.0,Y
439,IDCJAC0010,91237,1981,3,15,21.0,1.0,Y
440,IDCJAC0010,91237,1981,3,16,20.8,1.0,Y
441,IDCJAC0010,91237,1981,3,17,20.8,1.0,Y
442,IDCJAC0010,91237,1981,3,18,20.7,1.0,Y
443,IDCJAC0010,91237,1981,3,19,27.3,1.0,Y
444,IDCJAC0010,91237,1981,3,20,17.0,1.0,Y
445,IDCJAC0010,91237,1981,3,21,18.6,1.0,Y
446,IDCJAC0010,91237,1981,3,22,19.6,1.0,Y
447,IDCJAC0010,91237,1981,3,23,20.7,1.0,Y
448,IDCJAC0010,91237,1981,3,24,21.7,1.0,Y
449,IDCJAC0010,91237,1981,3,25,20.7,1.0,Y
450,IDCJAC0010,91237,1981,3,26,20.7,1.0,Y
451,IDCJAC0010,91237,1981,3,27,24.7,1.0,Y
452,IDCJAC0010,91237,1981,3,28,17.4,1.0,Y
453,IDCJAC0010,91237,1981,3,29,26.0,1.0,Y
454,IDCJAC0010,91237,1981,3,30,22.5,1.0,Y
455,IDCJAC0010,91237,1981,3,31,24.5,1.0,Y
456,IDCJAC0010,91237,1981,4,1,25.3,1.0,Y
457,IDCJAC0010,91237,1981,4,2,25.6,1.0,Y
458,IDCJAC0010,91237,1981,4,3,25.2,1.0,Y
459,IDCJAC0010,91237,1981,4,4,25.3,1.0,Y
460,IDCJAC0010,91237,1981,4,5,23.6,1.0,Y
461,IDCJAC0010,91237,1981,4,6,22.0,1.0,Y
462,IDCJAC0010,91237,1981,4,7,19.8,1.0,Y
463,IDCJAC0010,91237,1981,4,8,21.6,1.0,Y
464,IDCJAC0010,91237,1981,4,9,21.6,1.0,Y
465,IDCJAC0010,91237,1981,4,10,21.1,1.0,Y
