,Product code,Bureau of Meteorology station number,Year,Month,Day,Minimum temperature (Degree C),Days of accumulation of minimum temperature,Quality
13966,IDCJAC0011,94029,1920,3,29,10.2,1.0,Y
13967,IDCJAC0011,94029,1920,3,30,11.2,1.0,Y
13968,IDCJAC0011,94029,1920,3,31,14.6,1.0,Y
13969,IDCJAC0011,94029,1920,4,1,13.9,1.0,Y
13970,IDCJAC0011,94029,1920,4,2,17.8,1.0,Y
13971,IDCJAC0011,94029,1920,4,3,12.3,1.0,Y
13972,IDCJAC0011,94029,1920,4,4,8.7,1.0,Y
13973,IDCJAC0011,94029,1920,4,5,6.8,1.0,Y
13974,IDCJAC0011,94029,1920,4,6,11.7,1.0,Y
13975,IDCJAC0011,94029,1920,4,7,6.9,1.0,Y
13976,IDCJAC0011,94029,1920,4,8,7.8,1.0,Y
13977,IDCJAC0011,94029,1920,4,9,8.4,1.0,Y
13978,IDCJAC0011,94029,1920,4,10,11.7,1.0,Y
13979,IDCJAC0011,94029,1920,4,11,8.8,1.0,Y
13980,IDCJAC0011,94029,1920,4,12,7.2,1.0,Y
13981,IDCJAC0011,94029,1920,4,13,8.4,1.0,Y
13982,IDCJAC0011,94029,1920,4,14,11.0,1.0,Y
13983,IDCJAC0011,94029,1920,4,15,6.2,1.0,Y
13984,IDCJAC0011,94029,1920,4,16,7.5,1.0,Y
13985,IDCJAC0011,94029,1920,4,17,5.2,1.0,Y
13986,IDCJAC0011,94029,1920,4,18,6.1,1.0,Y
13987,IDCJAC0011,94029,1920,4,19,9.7,1.0,Y
13988,IDCJAC0011,94029,1920,4,20,8.9,1.0,Y
13989,IDCJAC0011,94029,1920,4,21,7.8,1.0,Y
13990,IDCJAC0011,94029,1920,4,22,6.9,1.0,Y
13991,IDCJAC0011,94029,1920,4,23,10.6,1.0,Y
13992,IDCJAC0011,94029,1920,4,24,5.0,1.0,Y
13993,IDCJAC0011,94029,1920,4,25,4.0,1.0,Y
13994,IDCJAC0011,94029,1920,4,26,5.1,1.0,Y
13995,IDCJAC0011,94029,1920,4,27,6.4,1.0,Y
13996,IDCJAC0011,94029,1920,4,28,5.7,1.0,Y
13997,IDCJAC0011,94029,1920,4,29,6.2,1.0,Y
13998,IDCJAC0011,94029,1920,4,30,10.7,1.0,Y
13999,IDCJAC0011,94029,1920,5,1,10.2,1.0,Y
14000,IDCJAC0011,94029,1920,5,2,3.9,1.0,Y
14001,IDCJAC0011,94029,1920,5,3,8.3,1.0,Y
14002,IDCJAC0011,94029,1920,5,4,6.1,1.0,Y
14003,IDCJAC0011,94029,1920,5,5,7.4,1.0,Y
14004,IDCJAC0011,94029,1920,5,6,5.2,1.0,Y
14005,IDCJAC0011,94029,1920,5,7,6.6,1.0,Y
14006,IDCJAC0011,94029,1920,5,8,9.9,1.0,Y
14007,IDCJAC0011,94029,1920,5,9,9.3,1.0,Y
14008,IDCJAC0011,94029,1920,5,10,9.1,1.0,Y
14009,IDCJAC0011,94029,1920,5,11,7.2,1.0,Y
14010,IDCJAC0011,94029,1920,5,12,8.4,1.0,Y
14011,IDCJAC0011,94029,1920,5,13,6.3,1.0,Y
14012,IDCJAC0011,94029,1920,5,14,6.7,1.0,Y
14013,IDCJAC0011,94029,1920,5,15,4.1,1.0,Y
14014,IDCJAC0011,94029,1920,5,16,6.2,1.0,Y
14015,IDCJAC0011,94029,1920,5,17,6.2,1.0,Y
14016,IDCJAC0011,94029,1920,5,18,6.2,1.0,Y
14017,IDCJAC0011,94029,1920,5,19,3.4,1.0,Y
14018,IDCJAC0011,94029,1920,5,20,7.7,1.0,Y
14019,IDCJAC0011,94029,1920,5,21,4.9,1.0,Y
14020,IDCJAC0011,94029,1920,5,22,7.4,1.0,Y
14021,IDCJAC0011,94029,1920,5,23,1.1,1.0,Y
14022,IDCJAC0011,94029,1920,5,24,5.6,1.0,Y
14023,IDCJAC0011,94029,1920,5,25,10.2,1.0,Y
14024,IDCJAC0011,94029,1920,5,26,7.9,1.0,Y
14025,IDCJAC0011,94029,1920,5,27,7.2,1.0,Y
14026,IDCJAC0011,94029,1920,5,28,10.1,1.0,Y
14027,IDCJAC0011,94029,1920,5,29,5.1,1.0,Y
14028,IDCJAC0011,94029,1920,5,30,3.2,1.0,Y
14029,IDCJAC0011,94029,1920,5,31,3.2,1.0,Y
14030,IDCJAC0011,94029,1920,6,1,7.2,1.0,Y
14031,IDCJAC0011,94029,1920,6,2,9.7,1.0,Y
14032,IDCJAC0011,94029,1920,6,3,6.2,1.0,Y
14033,IDCJAC0011,94029,1920,6,4,1.4,1.0,Y
14034,IDCJAC0011,94029,1920,6,5,2.2,1.0,Y
14035,IDCJAC0011,94029,1920,6,6,2.9,1.0,Y
14036,IDCJAC0011,94029,1920,6,7,0.6,1.0,Y
14037,IDCJAC0011,94029,1920,6,8,3.9,1.0,Y
14038,IDCJAC0011,94029,1920,6,9,1.2,1.0,Y
14039,IDCJAC0011,94029,1920,6,10,5.6,1.0,Y
14040,IDCJAC0011,94029,1920,6,11,9.8,1.0,Y
14041,IDCJAC0011,94029,1920,6,12,8.9,1.0,Y
14042,IDCJAC0011,94029,1920,6,13,8.3,1.0,Y
14043,IDCJAC0011,94029,1920,6,14,2.8,1.0,Y
14044,IDCJAC0011,94029,1920,6,15,0.4,1.0,Y
14045,IDCJAC0011,94029,1920,6,16,3.4,1.0,Y
14046,IDCJAC0011,94029,1920,6,17,5.6,1.0,Y
14047,IDCJAC0011,94029,1920,6,18,2.8,1.0,Y
14048,IDCJAC0011,94029,1920,6,19,1.6,1.0,Y
14049,IDCJAC0011,94029,1920,6,20,5.6,1.0,Y
14050,IDCJAC0011,94029,1920,6,21,4.3,1.0,Y
14051,IDCJAC0011,94029,1920,6,22,6.6,1.0,Y
14052,IDCJAC0011,94029,1920,6,23,5.1,1.0,Y
14053,IDCJAC0011,94029,1920,6,24,4.3,1.0,Y
14054,IDCJAC0011,94029,1920,6,25,6.2,1.0,Y
14055,IDCJAC0011,94029,1920,6,26,6.2,1.0,Y
14056,IDCJAC0011,94029,1920,6,27,12.4,1.0,Y
14057,IDCJAC0011,94029,1920,6,28,5.1,1.0,Y
14058,IDCJAC0011,94029,1920,6,29,9.1,1.0,Y
14059,IDCJAC0011,94029,1920,6,30,7.4,1.0,Y
14060,IDCJAC0011,94029,1920,7,1,8.6,1.0,Y
14061,IDCJAC0011,94029,1920,7,2,5.8,1.0,Y
14062,IDCJAC0011,94029,1920,7,3,6.4,1.0,Y
14063,IDCJAC0011,94029,1920,7,4,7.2,1.0,Y
14064,IDCJAC0011,94029,1920,7,5,4.8,1.0,Y
14065,IDCJAC0011,94029,1920,7,6,5.6,1.0,Y
14066,IDCJAC0011,94029,1920,7,7,2.9,1.0,Y
14067,IDCJAC0011,94029,1920,7,8,5.6,1.0,Y
14068,IDCJAC0011,94029,1920,7,9,6.1,1.0,Y
14069,IDCJAC0011,94029,1920,7,10,5.6,1.0,Y
14070,IDCJAC0011,94029,1920,7,11,5.1,1.0,Y
14071,IDCJAC0011,94029,1920,7,12,6.1,1.0,Y
14072,IDCJAC0011,94029,1920,7,13,9.0,1.0,Y
14073,IDCJAC0011,94029,1920,7,14,5.5,1.0,Y
14074,IDCJAC0011,94029,1920,7,15,2.9,1.0,Y
14075,IDCJAC0011,94029,1920,7,16,2.8,1.0,Y
14076,IDCJAC0011,94029,1920,7,17,2.8,1.0,Y
14077,IDCJAC0011,94029,1920,7,18,2.1,1.0,Y
14078,IDCJAC0011,94029,1920,7,19,2.8,1.0,Y
14079,IDCJAC0011,94029,1920,7,20,5.1,1.0,Y
14080,IDCJAC0011,94029,1920,7,21,2.6,1.0,Y
14081,IDCJAC0011,94029,1920,7,22,3.4,1.0,Y
14082,IDCJAC0011,94029,1920,7,23,2.9,1.0,Y
14083,IDCJAC0011,94029,1920,7,24,2.9,1.0,Y
14084,IDCJAC0011,94029,1920,7,25,3.6,1.0,Y
14085,IDCJAC0011,94029,1920,7,26,3.4,1.0,Y
14086,IDCJAC0011,94029,1920,7,27,2.2,1.0,Y
14087,IDCJAC0011,94029,1920,7,28,4.6,1.0,Y
14088,IDCJAC0011,94029,1920,7,29,7.6,1.0,Y
14089,IDCJAC0011,94029,1920,7,30,7.9,1.0,Y
14090,IDCJAC0011,94029,1920,7,31,7.1,1.0,Y
14091,IDCJAC0011,94029,1920,8,1,6.7,1.0,Y
14092,IDCJAC0011,94029,1920,8,2,4.6,1.0,Y
14093,IDCJAC0011,94029,1920,8,3,6.9,1.0,Y
14094,IDCJAC0011,94029,1920,8,4,6.6,1.0,Y
14095,IDCJAC0011,94029,1920,8,5,4.6,1.0,Y
14096,IDCJAC0011,94029,1920,8,6,6.7,1.0,Y
14097,IDCJAC0011,94029,1920,8,7,4.4,1.0,Y
14098,IDCJAC0011,94029,1920,8,8,3.9,1.0,Y
14099,IDCJAC0011,94029,1920,8,9,8.1,1.0,Y
14100,IDCJAC0011,94029,1920,8,10,5.9,1.0,Y
14101,IDCJAC0011,94029,1920,8,11,5.1,1.0,Y
14102,IDCJAC0011,94029,1920,8,12,3.3,1.0,Y
14103,IDCJAC0011,94029,1920,8,13,3.9,1.0,Y
14104,IDCJAC0011,94029,1920,8,14,6.2,1.0,Y
14105,IDCJAC0011,94029,1920,8,15,3.3,1.0,Y
14106,IDCJAC0011,94029,1920,8,16,2.2,1.0,Y
14107,IDCJAC0011,94029,1920,8,17,7.1,1.0,Y
14108,IDCJAC0011,94029,1920,8,18,9.5,1.0,Y
14109,IDCJAC0011,94029,1920,8,19,7.3,1.0,Y
14110,IDCJAC0011,94029,1920,8,20,7.3,1.0,Y
14111,IDCJAC0011,94029,1920,8,21,7.3,1.0,Y
14112,IDCJAC0011,94029,1920,8,22,7.1,1.0,Y
14113,IDCJAC0011,94029,1920,8,23,3.7,1.0,Y
14114,IDCJAC0011,94029,1920,8,24,6.6,1.0,Y
14115,IDCJAC0011,94029,1920,8,25,3.8,1.0,Y
14116,IDCJAC0011,94029,1920,8,26,6.2,1.0,Y
14117,IDCJAC0011,94029,1920,8,27,8.9,1.0,Y
14118,IDCJAC0011,94029,1920,8,28,7.8,1.0,Y
14119,IDCJAC0011,94029,1920,8,29,7.8,1.0,Y
14120,IDCJAC0011,94029,1920,8,30,6.4,1.0,Y
14121,IDCJAC0011,94029,1920,8,31,8.5,1.0,Y
14122,IDCJAC0011,94029,1920,9,1,6.7,1.0,Y
14123,IDCJAC0011,94029,1920,9,2,11.1,1.0,Y
14124,IDCJAC0011,94029,1920,9,3,4.6,1.0,Y
14125,IDCJAC0011,94029,1920,9,4,5.1,1.0,Y
14126,IDCJAC0011,94029,1920,9,5,8.3,1.0,Y
14127,IDCJAC0011,94029,1920,9,6,7.7,1.0,Y
14128,IDCJAC0011,94029,1920,9,7,10.7,1.0,Y
14129,IDCJAC0011,94029,1920,9,8,4.6,1.0,Y
14130,IDCJAC0011,94029,1920,9,9,8.4,1.0,Y
14131,IDCJAC0011,94029,1920,9,10,8.3,1.0,Y
14132,IDCJAC0011,94029,1920,9,11,9.1,1.0,Y
14133,IDCJAC0011,94029,1920,9,12,6.6,1.0,Y
14134,IDCJAC0011,94029,1920,9,13,4.4,1.0,Y
14135,IDCJAC0011,94029,1920,9,14,2.8,1.0,Y
14136,IDCJAC0011,94029,1920,9,15,4.1,1.0,Y
14137,IDCJAC0011,94029,1920,9,16,6.7,1.0,Y
14138,IDCJAC0011,94029,1920,9,17,9.9,1.0,Y
14139,IDCJAC0011,94029,1920,9,18,10.2,1.0,Y
14140,IDCJAC0011,94029,1920,9,19,2.4,1.0,Y
14141,IDCJAC0011,94029,1920,9,20,5.1,1.0,Y
14142,IDCJAC0011,94029,1920,9,21,9.4,1.0,Y
14143,IDCJAC0011,94029,1920,9,22,3.7,1.0,Y
14144,IDCJAC0011,94029,1920,9,23,4.1,1.0,Y
14145,IDCJAC0011,94029,1920,9,24,10.7,1.0,Y
14146,IDCJAC0011,94029,1920,9,25,5.3,1.0,Y
14147,IDCJAC0011,94029,1920,9,26,7.3,1.0,Y
14148,IDCJAC0011,94029,1920,9,27,7.8,1.0,Y
14149,IDCJAC0011,94029,1920,9,28,5.5,1.0,Y
14150,IDCJAC0011,94029,1920,9,29,9.4,1.0,Y
14151,IDCJAC0011,94029,1920,9,30,10.0,1.0,Y
14152,IDCJAC0011,94029,1920,10,1,3.4,1.0,Y
14153,IDCJAC0011,94029,1920,10,2,3.9,1.0,Y
14154,IDCJAC0011,94029,1920,10,3,6.7,1.0,Y
14155,IDCJAC0011,94029,1920,10,4,7.8,1.0,Y
14156,IDCJAC0011,94029,1920,10,5,10.2,1.0,Y
14157,IDCJAC0011,94029,1920,10,6,9.6,1.0,Y
14158,IDCJAC0011,94029,1920,10,7,8.4,1.0,Y
14159,IDCJAC0011,94029,1920,10,8,13.4,1.0,Y
14160,IDCJAC0011,94029,1920,10,9,7.7,1.0,Y
14161,IDCJAC0011,94029,1920,10,10,10.6,1.0,Y
14162,IDCJAC0011,94029,1920,10,11,13.9,1.0,Y
14163,IDCJAC0011,94029,1920,10,12,7.2,1.0,Y
14164,IDCJAC0011,94029,1920,10,13,9.9,1.0,Y
14165,IDCJAC0011,94029,1920,10,14,7.1,1.0,Y
14166,IDCJAC0011,94029,1920,10,15,4.3,1.0,Y
14167,IDCJAC0011,94029,1920,10,16,4.4,1.0,Y
14168,IDCJAC0011,94029,1920,10,17,5.2,1.0,Y
14169,IDCJAC0011,94029,1920,10,18,11.7,1.0,Y
14170,IDCJAC0011,94029,1920,10,19,10.0,1.0,Y
14171,IDCJAC0011,94029,1920,10,20,8.9,1.0,Y
14172,IDCJAC0011,94029,1920,10,21,8.9,1.0,Y
14173,IDCJAC0011,94029,1920,10,22,9.5,1.0,Y
14174,IDCJAC0011,94029,1920,10,23,15.6,1.0,Y
14175,IDCJAC0011,94029,1920,10,24,7.9,1.0,Y
14176,IDCJAC0011,94029,1920,10,25,9.3,1.0,Y
14177,IDCJAC0011,94029,1920,10,26,10.1,1.0,Y
14178,IDCJAC0011,94029,1920,10,27,9.2,1.0,Y
14179,IDCJAC0011,94029,1920,10,28,8.9,1.0,Y
14180,IDCJAC0011,94029,1920,10,29,6.7,1.0,Y
14181,IDCJAC0011,94029,1920,10,30,5.6,1.0,Y
14182,IDCJAC0011,94029,1920,10,31,8.6,1.0,Y
14183,IDCJAC0011,94029,1920,11,1,10.6,1.0,Y
14184,IDCJAC0011,94029,1920,11,2,3.3,1.0,Y
14185,IDCJAC0011,94029,1920,11,3,5.4,1.0,Y
14186,IDCJAC0011,94029,1920,11,4,6.9,1.0,Y
14187,IDCJAC0011,94029,1920,11,5,5.7,1.0,Y
14188,IDCJAC0011,94029,1920,11,6,5.0,1.0,Y
14189,IDCJAC0011,94029,1920,11,7,12.9,1.0,Y
14190,IDCJAC0011,94029,1920,11,8,12.3,1.0,Y
14191,IDCJAC0011,94029,1920,11,9,7.2,1.0,Y
14192,IDCJAC0011,94029,1920,11,10,5.7,1.0,Y
14193,IDCJAC0011,94029,1920,11,11,6.1,1.0,Y
14194,IDCJAC0011,94029,1920,11,12,7.2,1.0,Y
14195,IDCJAC0011,94029,1920,11,13,7.9,1.0,Y
14196,IDCJAC0011,94029,1920,11,14,14.1,1.0,Y
14197,IDCJAC0011,94029,1920,11,15,12.2,1.0,Y
14198,IDCJAC0011,94029,1920,11,16,10.5,1.0,Y
14199,IDCJAC0011,94029,1920,11,17,8.8,1.0,Y
14200,IDCJAC0011,94029,1920,11,18,11.1,1.0,Y
14201,IDCJAC0011,94029,1920,11,19,4.4,1.0,Y
14202,IDCJAC0011,94029,1920,11,20,10.4,1.0,Y
14203,IDCJAC0011,94029,1920,11,21,9.0,1.0,Y
14204,IDCJAC0011,94029,1920,11,22,10.6,1.0,Y
14205,IDCJAC0011,94029,1920,11,23,9.6,1.0,Y
14206,IDCJAC0011,94029,1920,11,24,9.3,1.0,Y
14207,IDCJAC0011,94029,1920,11,25,8.3,1.0,Y
14208,IDCJAC0011,94029,1920,11,26,7.2,1.0,Y
14209,IDCJAC0011,94029,1920,11,27,15.1,1.0,Y
14210,IDCJAC0011,94029,1920,11,28,6.7,1.0,Y
14211,IDCJAC0011,94029,1920,11,29,9.6,1.0,Y
14212,IDCJAC0011,94029,1920,11,30,8.8,1.0,Y
14213,IDCJAC0011,94029,1920,12,1,7.2,1.0,Y
14214,IDCJAC0011,94029,1920,12,2,8.5,1.0,Y
14215,IDCJAC0011,94029,1920,12,3,8.6,1.0,Y
14216,IDCJAC0011,94029,1920,12,4,12.8,1.0,Y
14217,IDCJAC0011,94029,1920,12,5,9.9,1.0,Y
14218,IDCJAC0011,94029,1920,12,6,9.1,1.0,Y
14219,IDCJAC0011,94029,1920,12,7,5.6,1.0,Y
14220,IDCJAC0011,94029,1920,12,8,4.4,1.0,Y
14221,IDCJAC0011,94029,1920,12,9,5.6,1.0,Y
14222,IDCJAC0011,94029,1920,12,10,8.3,1.0,Y
14223,IDCJAC0011,94029,1920,12,11,10.7,1.0,Y
14224,IDCJAC0011,94029,1920,12,12,10.0,1.0,Y
14225,IDCJAC0011,94029,1920,12,13,12.2,1.0,Y
14226,IDCJAC0011,94029,1920,12,14,12.8,1.0,Y
14227,IDCJAC0011,94029,1920,12,15,14.2,1.0,Y
14228,IDCJAC0011,94029,1920,12,16,11.8,1.0,Y
14229,IDCJAC0011,94029,1920,12,17,7.9,1.0,Y
14230,IDCJAC0011,94029,1920,12,18,10.0,1.0,Y
14231,IDCJAC0011,94029,1920,12,19,8.3,1.0,Y
14232,IDCJAC0011,94029,1920,12,20,12.8,1.0,Y
14233,IDCJAC0011,94029,1920,12,21,15.0,1.0,Y
14234,IDCJAC0011,94029,1920,12,22,10.4,1.0,Y
14235,IDCJAC0011,94029,1920,12,23,13.7,1.0,Y
14236,IDCJAC0011,94029,1920,12,24,23.9,1.0,Y
14237,IDCJAC0011,94029,1920,12,25,17.2,1.0,Y
14238,IDCJAC0011,94029,1920,12,26,10.2,1.0,Y
14239,IDCJAC0011,94029,1920,12,27,12.0,1.0,Y
14240,IDCJAC0011,94029,1920,12,28,11.7,1.0,Y
14241,IDCJAC0011,94029,1920,12,29,11.1,1.0,Y
14242,IDCJAC0011,94029,1920,12,30,17.6,1.0,Y
14243,IDCJAC0011,94029,1920,12,31,12.2,1.0,Y
14244,IDCJAC0011,94029,1921,1,1,12.2,1.0,Y
14245,IDCJAC0011,94029,1921,1,2,11.7,1.0,Y
14246,IDCJAC0011,94029,1921,1,3,7.2,1.0,Y
14247,IDCJAC0011,94029,1921,1,4,8.5,1.0,Y
14248,IDCJAC0011,94029,1921,1,5,12.8,1.0,Y
14249,IDCJAC0011,94029,1921,1,6,11.7,1.0,Y
14250,IDCJAC0011,94029,1921,1,7,15.6,1.0,Y
14251,IDCJAC0011,94029,1921,1,8,16.8,1.0,Y
14252,IDCJAC0011,94029,1921,1,9,18.9,1.0,Y
14253,IDCJAC0011,94029,1921,1,10,11.5,1.0,Y
14254,IDCJAC0011,94029,1921,1,11,10.0,1.0,Y
14255,IDCJAC0011,94029,1921,1,12,8.7,1.0,Y
14256,IDCJAC0011,94029,1921,1,13,9.9,1.0,Y
14257,IDCJAC0011,94029,1921,1,14,7.8,1.0,Y
14258,IDCJAC0011,94029,1921,1,15,9.5,1.0,Y
14259,IDCJAC0011,94029,1921,1,16,10.1,1.0,Y
14260,IDCJAC0011,94029,1921,1,17,8.9,1.0,Y
14261,IDCJAC0011,94029,1921,1,18,12.1,1.0,Y
14262,IDCJAC0011,94029,1921,1,19,11.2,1.0,Y
14263,IDCJAC0011,94029,1921,1,20,12.3,1.0,Y
14264,IDCJAC0011,94029,1921,1,21,,,
14265,IDCJAC0011,94029,1921,1,22,13.9,1.0,N
14266,IDCJAC0011,94029,1921,1,23,17.2,1.0,Y
14267,IDCJAC0011,94029,1921,1,24,16.2,1.0,Y
14268,IDCJAC0011,94029,1921,1,25,17.3,1.0,Y
14269,IDCJAC0011,94029,1921,1,26,9.0,1.0,Y
14270,IDCJAC0011,94029,1921,1,27,10.0,1.0,Y
14271,IDCJAC0011,94029,1921,1,28,11.7,1.0,Y
14272,IDCJAC0011,94029,1921,1,29,11.1,1.0,Y
14273,IDCJAC0011,94029,1921,1,30,12.9,1.0,Y
14274,IDCJAC0011,94029,1921,1,31,18.4,1.0,Y
14275,IDCJAC0011,94029,1921,2,1,21.1,1.0,Y
14276,IDCJAC0011,94029,1921,2,2,16.1,1.0,Y
14277,IDCJAC0011,94029,1921,2,3,10.2,1.0,Y
14278,IDCJAC0011,94029,1921,2,4,9.5,1.0,Y
14279,IDCJAC0011,94029,1921,2,5,11.5,1.0,Y
14280,IDCJAC0011,94029,1921,2,6,11.8,1.0,Y
14281,IDCJAC0011,94029,1921,2,7,8.3,1.0,Y
14282,IDCJAC0011,94029,1921,2,8,12.4,1.0,Y
14283,IDCJAC0011,94029,1921,2,9,10.7,1.0,Y
14284,IDCJAC0011,94029,1921,2,10,13.9,1.0,Y
14285,IDCJAC0011,94029,1921,2,11,,,
14286,IDCJAC0011,94029,1921,2,12,15.2,1.0,N
14287,IDCJAC0011,94029,1921,2,13,15.7,1.0,Y
14288,IDCJAC0011,94029,1921,2,14,10.1,1.0,Y
14289,IDCJAC0011,94029,1921,2,15,12.5,1.0,Y
14290,IDCJAC0011,94029,1921,2,16,11.8,1.0,Y
14291,IDCJAC0011,94029,1921,2,17,12.2,1.0,Y
14292,IDCJAC0011,94029,1921,2,18,8.9,1.0,Y
14293,IDCJAC0011,94029,1921,2,19,13.4,1.0,Y
14294,IDCJAC0011,94029,1921,2,20,12.6,1.0,Y
14295,IDCJAC0011,94029,1921,2,21,14.2,1.0,Y
14296,IDCJAC0011,94029,1921,2,22,10.6,1.0,Y
14297,IDCJAC0011,94029,1921,2,23,8.4,1.0,Y
14298,IDCJAC0011,94029,1921,2,24,12.2,1.0,Y
14299,IDCJAC0011,94029,1921,2,25,15.8,1.0,Y
14300,IDCJAC0011,94029,1921,2,26,19.4,1.0,Y
14301,IDCJAC0011,94029,1921,2,27,12.7,1.0,Y
14302,IDCJAC0011,94029,1921,2,28,15.1,1.0,Y
14303,IDCJAC0011,94029,1921,3,1,14.3,1.0,Y
14304,IDCJAC0011,94029,1921,3,2,11.7,1.0,Y
14305,IDCJAC0011,94029,1921,3,3,12.7,1.0,Y
14306,IDCJAC0011,94029,1921,3,4,10.2,1.0,Y
14307,IDCJAC0011,94029,1921,3,5,10.6,1.0,Y
14308,IDCJAC0011,94029,1921,3,6,5.7,1.0,Y
14309,IDCJAC0011,94029,1921,3,7,5.7,1.0,Y
14310,IDCJAC0011,94029,1921,3,8,7.1,1.0,Y
14311,IDCJAC0011,94029,1921,3,9,11.7,1.0,Y
14312,IDCJAC0011,94029,1921,3,10,9.9,1.0,Y
14313,IDCJAC0011,94029,1921,3,11,10.5,1.0,Y
14314,IDCJAC0011,94029,1921,3,12,12.2,1.0,Y
14315,IDCJAC0011,94029,1921,3,13,13.9,1.0,Y
14316,IDCJAC0011,94029,1921,3,14,14.4,1.0,Y
14317,IDCJAC0011,94029,1921,3,15,17.8,1.0,Y
14318,IDCJAC0011,94029,1921,3,16,10.4,1.0,Y
14319,IDCJAC0011,94029,1921,3,17,6.9,1.0,Y
14320,IDCJAC0011,94029,1921,3,18,12.8,1.0,Y
14321,IDCJAC0011,94029,1921,3,19,10.4,1.0,Y
14322,IDCJAC0011,94029,1921,3,20,7.1,1.0,Y
14323,IDCJAC0011,94029,1921,3,21,11.6,1.0,Y
14324,IDCJAC0011,94029,1921,3,22,8.3,1.0,Y
14325,IDCJAC0011,94029,1921,3,23,11.7,1.0,Y
14326,IDCJAC0011,94029,1921,3,24,12.7,1.0,Y
14327,IDCJAC0011,94029,1921,3,25,15.0,1.0,Y
14328,IDCJAC0011,94029,1921,3,26,10.6,1.0,Y
14329,IDCJAC0011,94029,1921,3,27,5.6,1.0,Y
14330,IDCJAC0011,94029,1921,3,28,6.7,1.0,Y
14331,IDCJAC0011,94029,1921,3,29,11.8,1.0,Y
14332,IDCJAC0011,94029,1921,3,30,10.2,1.0,Y
14333,IDCJAC0011,94029,1921,3,31,18.2,1.0,Y
14334,IDCJAC0011,94029,1921,4,1,8.7,1.0,Y
14335,IDCJAC0011,94029,1921,4,2,11.6,1.0,Y
14336,IDCJAC0011,94029,1921,4,3,10.1,1.0,Y
14337,IDCJAC0011,94029,1921,4,4,10.7,1.0,Y
14338,IDCJAC0011,94029,1921,4,5,12.7,1.0,Y
14339,IDCJAC0011,94029,1921,4,6,4.4,1.0,Y
14340,IDCJAC0011,94029,1921,4,7,5.0,1.0,Y
14341,IDCJAC0011,94029,1921,4,8,7.2,1.0,Y
14342,IDCJAC0011,94029,1921,4,9,4.4,1.0,Y
14343,IDCJAC0011,94029,1921,4,10,5.7,1.0,Y
14344,IDCJAC0011,94029,1921,4,11,5.7,1.0,Y
14345,IDCJAC0011,94029,1921,4,12,10.8,1.0,Y
14346,IDCJAC0011,94029,1921,4,13,13.9,1.0,Y
14347,IDCJAC0011,94029,1921,4,14,10.2,1.0,Y
14348,IDCJAC0011,94029,1921,4,15,10.7,1.0,Y
14349,IDCJAC0011,94029,1921,4,16,6.4,1.0,Y
14350,IDCJAC0011,94029,1921,4,17,8.3,1.0,Y
14351,IDCJAC0011,94029,1921,4,18,5.7,1.0,Y
14352,IDCJAC0011,94029,1921,4,19,7.3,1.0,Y
14353,IDCJAC0011,94029,1921,4,20,6.8,1.0,Y
14354,IDCJAC0011,94029,1921,4,21,11.3,1.0,Y
14355,IDCJAC0011,94029,1921,4,22,10.3,1.0,Y
14356,IDCJAC0011,94029,1921,4,23,14.4,1.0,Y
14357,IDCJAC0011,94029,1921,4,24,9.6,1.0,Y
14358,IDCJAC0011,94029,1921,4,25,4.5,1.0,Y
14359,IDCJAC0011,94029,1921,4,26,8.9,1.0,Y
14360,IDCJAC0011,94029,1921,4,27,11.1,1.0,Y
14361,IDCJAC0011,94029,1921,4,28,9.6,1.0,Y
14362,IDCJAC0011,94029,1921,4,29,11.3,1.0,Y
14363,IDCJAC0011,94029,1921,4,30,10.9,1.0,Y
14364,IDCJAC0011,94029,1921,5,1,10.4,1.0,Y
14365,IDCJAC0011,94029,1921,5,2,8.9,1.0,Y
14366,IDCJAC0011,94029,1921,5,3,9.9,1.0,Y
14367,IDCJAC0011,94029,1921,5,4,11.1,1.0,Y
14368,IDCJAC0011,94029,1921,5,5,14.3,1.0,Y
14369,IDCJAC0011,94029,1921,5,6,10.2,1.0,Y
14370,IDCJAC0011,94029,1921,5,7,5.6,1.0,Y
14371,IDCJAC0011,94029,1921,5,8,5.4,1.0,Y
14372,IDCJAC0011,94029,1921,5,9,6.7,1.0,Y
14373,IDCJAC0011,94029,1921,5,10,2.8,1.0,Y
14374,IDCJAC0011,94029,1921,5,11,2.4,1.0,Y
14375,IDCJAC0011,94029,1921,5,12,2.6,1.0,Y
14376,IDCJAC0011,94029,1921,5,13,4.3,1.0,Y
14377,IDCJAC0011,94029,1921,5,14,5.7,1.0,Y
14378,IDCJAC0011,94029,1921,5,15,6.1,1.0,Y
14379,IDCJAC0011,94029,1921,5,16,6.6,1.0,Y
14380,IDCJAC0011,94029,1921,5,17,7.7,1.0,Y
14381,IDCJAC0011,94029,1921,5,18,7.8,1.0,Y
14382,IDCJAC0011,94029,1921,5,19,10.6,1.0,Y
14383,IDCJAC0011,94029,1921,5,20,,,
14384,IDCJAC0011,94029,1921,5,21,11.4,1.0,N
14385,IDCJAC0011,94029,1921,5,22,8.2,1.0,Y
14386,IDCJAC0011,94029,1921,5,23,6.3,1.0,Y
14387,IDCJAC0011,94029,1921,5,24,4.6,1.0,Y
14388,IDCJAC0011,94029,1921,5,25,5.1,1.0,Y
